CHEBI|102624|-7996221
CHEBI|10263|-7995532
CHEBI|102795|-7996461
CHEBI|102955|-7997160
CHEBI|103060|-7996460
CHEBI|10311|-7995531
CHEBI|10324|-7995873
CHEBI|103240|-7997303
CHEBI|103242|-7996459
CHEBI|103272|-7996458
CHEBI|103329|-7997302
CHEBI|103833|-7996968
CHEBI|103840|-7998950
CHEBI|103852|-7999356
CHEBI|103857|-7998949
CHEBI|103858|-7998948
CHEBI|103860|-7998947
CHEBI|103862|-7999355
CHEBI|103864|-7998946
CHEBI|103865|-7998945
CHEBI|103867|-7998944
CHEBI|103869|-7998943
CHEBI|103887|-7998942
CHEBI|103890|-7998941
CHEBI|103915|-7997159
CHEBI|103917|-7996967
CHEBI|103928|-7997158
CHEBI|103949|-7996457
CHEBI|103953|-7996966
CHEBI|103964|-7996965
CHEBI|103968|-7998067
CHEBI|103998|-7996964
CHEBI|103999|-7996963
CHEBI|104010|-7999354
CHEBI|104030|-7998940
CHEBI|104034|-7996962
CHEBI|104036|-7998066
CHEBI|104049|-7999353
CHEBI|104050|-7999352
CHEBI|104056|-7998065
CHEBI|104059|-7999351
CHEBI|104061|-7997157
CHEBI|104074|-7996961
CHEBI|104082|-7998064
CHEBI|104093|-7999350
CHEBI|104095|-7996960
CHEBI|104119|-7999349
CHEBI|104181|-7998939
CHEBI|104191|-7998938
CHEBI|104241|-7998937
CHEBI|10435|-7995872
CHEBI|10437|-7998662
CHEBI|10446|-7995530
CHEBI|1046|-7995529
CHEBI|104880|-7998063
CHEBI|104896|-7998062
CHEBI|104902|-7999348
CHEBI|104918|-7998061
CHEBI|104925|-7999347
CHEBI|104931|-7999346
CHEBI|104986|-7996959
CHEBI|105001|-7996958
CHEBI|105015|-7996456
CHEBI|105056|-7998936
CHEBI|105064|-7996455
CHEBI|105086|-7996454
CHEBI|105104|-7996453
CHEBI|105106|-7997156
CHEBI|105112|-7996452
CHEBI|105118|-7998060
CHEBI|105132|-7998533
CHEBI|105143|-7999345
CHEBI|105153|-7996957
CHEBI|105165|-7998532
CHEBI|105181|-7996451
CHEBI|105189|-7998059
CHEBI|105210|-7996956
CHEBI|105236|-7996450
CHEBI|105243|-7997155
CHEBI|105248|-7998058
CHEBI|105253|-7999344
CHEBI|105258|-7998057
CHEBI|105278|-7999343
CHEBI|105281|-7999342
CHEBI|105307|-7997154
CHEBI|105333|-7996955
CHEBI|105336|-7996954
CHEBI|105345|-7999341
CHEBI|105359|-7996449
CHEBI|105364|-7997093
CHEBI|105366|-7999092
CHEBI|105374|-7996785
CHEBI|105375|-7996784
CHEBI|105384|-7999091
CHEBI|105424|-7997807
CHEBI|105442|-7996003
CHEBI|105457|-7999090
CHEBI|105458|-7996002
CHEBI|105468|-7997806
CHEBI|105476|-7996001
CHEBI|105502|-7996000
CHEBI|105525|-7996783
CHEBI|105527|-7995999
CHEBI|105530|-7999089
CHEBI|105537|-7997805
CHEBI|105549|-7995998
CHEBI|105571|-7997804
CHEBI|105573|-7996782
CHEBI|105575|-7997803
CHEBI|105587|-7999088
CHEBI|10562|-7998167
CHEBI|105627|-7997802
CHEBI|105650|-7997092
CHEBI|105657|-7995997
CHEBI|105676|-7999087
CHEBI|105692|-7995996
CHEBI|105693|-7999086
CHEBI|105715|-7999085
CHEBI|105717|-7999084
CHEBI|105755|-7999083
CHEBI|105769|-7995995
CHEBI|105784|-7997224
CHEBI|105809|-7999082
CHEBI|105821|-7995994
CHEBI|105833|-7999081
CHEBI|105834|-7997358
CHEBI|105843|-7999080
CHEBI|105859|-7998716
CHEBI|105866|-7995993
CHEBI|105867|-7997801
CHEBI|105870|-7998715
CHEBI|105889|-7997091
CHEBI|105903|-7999079
CHEBI|105911|-7998166
CHEBI|105920|-7998165
CHEBI|105925|-7997800
CHEBI|105938|-7998714
CHEBI|105948|-7998713
CHEBI|105956|-7997799
CHEBI|105957|-7997090
CHEBI|105961|-7996781
CHEBI|106009|-7997798
CHEBI|106013|-7995992
CHEBI|106015|-7997797
CHEBI|106024|-7999078
CHEBI|106032|-7995991
CHEBI|106033|-7996780
CHEBI|106052|-7997796
CHEBI|106059|-7997795
CHEBI|106080|-7997794
CHEBI|106105|-7995990
CHEBI|106133|-7996779
CHEBI|106159|-7995989
CHEBI|10618|-7994460
CHEBI|106189|-7995988
CHEBI|106203|-7995987
CHEBI|106239|-7995986
CHEBI|106317|-7995985
CHEBI|106327|-7995984
CHEBI|106379|-7995983
CHEBI|106400|-7995982
CHEBI|107029|-7999077
CHEBI|107032|-7998164
CHEBI|107036|-7997793
CHEBI|107044|-7999076
CHEBI|107052|-7995981
CHEBI|107074|-7997792
CHEBI|107080|-7998163
CHEBI|107096|-7995980
CHEBI|107099|-7995979
CHEBI|107107|-7997089
CHEBI|107111|-7995978
CHEBI|107115|-7997791
CHEBI|107118|-7995977
CHEBI|107121|-7995976
CHEBI|107156|-7998162
CHEBI|107185|-7999075
CHEBI|107188|-7999074
CHEBI|107190|-7998712
CHEBI|107195|-7997790
CHEBI|107208|-7999073
CHEBI|107224|-7995975
CHEBI|107228|-7996778
CHEBI|107234|-7995974
CHEBI|10724|-7994459
CHEBI|107240|-7999072
CHEBI|107247|-7997789
CHEBI|10725|-7994458
CHEBI|107253|-7999071
CHEBI|107254|-7995973
CHEBI|107260|-7999070
CHEBI|10727|-7994457
CHEBI|107282|-7995972
CHEBI|10729|-7994456
CHEBI|107293|-7999069
CHEBI|107305|-7999068
CHEBI|107313|-7996777
CHEBI|107316|-7997788
CHEBI|107339|-7999067
CHEBI|10735|-7994455
CHEBI|107370|-7997787
CHEBI|107372|-7999066
CHEBI|107385|-7997786
CHEBI|107392|-7999065
CHEBI|107396|-7995971
CHEBI|107406|-7999064
CHEBI|107428|-7997785
CHEBI|107429|-7995970
CHEBI|107430|-7999063
CHEBI|107435|-7999062
CHEBI|107451|-7995969
CHEBI|107466|-7998711
CHEBI|107470|-7999061
CHEBI|107485|-7997088
CHEBI|107489|-7999060
CHEBI|107493|-7997087
CHEBI|107501|-7995968
CHEBI|107507|-7998161
CHEBI|107534|-7995680
CHEBI|107538|-7995967
CHEBI|107557|-7999059
CHEBI|107563|-7999058
CHEBI|107576|-7999057
CHEBI|107592|-7997784
CHEBI|107594|-7995966
CHEBI|107606|-7995965
CHEBI|107617|-7995964
CHEBI|107635|-7997357
CHEBI|107672|-7998160
CHEBI|107680|-7997783
CHEBI|107690|-7997356
CHEBI|107700|-7999056
CHEBI|107702|-7997782
CHEBI|107706|-7999055
CHEBI|107717|-7998710
CHEBI|107721|-7997781
CHEBI|107747|-7996776
CHEBI|107756|-7998709
CHEBI|107765|-7997223
CHEBI|107768|-7999054
CHEBI|107778|-7998708
CHEBI|107783|-7999053
CHEBI|107824|-7998707
CHEBI|107859|-7996775
CHEBI|107867|-7999052
CHEBI|107884|-7997780
CHEBI|107890|-7995963
CHEBI|107903|-7996774
CHEBI|107906|-7997779
CHEBI|107948|-7995962
CHEBI|107958|-7997222
CHEBI|107961|-7999051
CHEBI|107973|-7999050
CHEBI|108022|-7999049
CHEBI|108040|-7998159
CHEBI|108045|-7996773
CHEBI|108047|-7997778
CHEBI|108048|-7997086
CHEBI|108058|-7997355
CHEBI|108059|-7995961
CHEBI|108067|-7997085
CHEBI|108075|-7998706
CHEBI|108099|-7995960
CHEBI|108109|-7996772
CHEBI|108147|-7999048
CHEBI|108158|-7997221
CHEBI|108169|-7998705
CHEBI|108174|-7999047
CHEBI|108185|-7998385
CHEBI|108203|-7996342
CHEBI|108206|-7998870
CHEBI|108208|-7996893
CHEBI|108234|-7996341
CHEBI|108255|-7996340
CHEBI|108260|-7997970
CHEBI|108267|-7996339
CHEBI|108269|-7997969
CHEBI|108299|-7996338
CHEBI|108310|-7998384
CHEBI|108316|-7996337
CHEBI|108353|-7999267
CHEBI|108360|-7999266
CHEBI|108373|-7998383
CHEBI|108379|-7996336
CHEBI|108400|-7997968
CHEBI|108405|-7996892
CHEBI|108440|-7996891
CHEBI|108482|-7999265
CHEBI|108496|-7999264
CHEBI|108503|-7999263
CHEBI|108509|-7998869
CHEBI|108511|-7997967
CHEBI|108512|-7999262
CHEBI|108552|-7997966
CHEBI|108555|-7999261
CHEBI|108683|-7996335
CHEBI|108684|-7996334
CHEBI|108698|-7997138
CHEBI|108705|-7997137
CHEBI|108721|-7996333
CHEBI|108754|-7996332
CHEBI|108785|-7996331
CHEBI|108800|-7996330
CHEBI|108802|-7996329
CHEBI|108898|-7996328
CHEBI|108952|-7998868
CHEBI|108953|-7997136
CHEBI|108954|-7997965
CHEBI|108963|-7999260
CHEBI|108966|-7999259
CHEBI|108974|-7996890
CHEBI|108981|-7997584
CHEBI|109046|-7996327
CHEBI|109068|-7997964
CHEBI|109085|-7997135
CHEBI|109092|-7997963
CHEBI|109096|-7996326
CHEBI|109109|-7999258
CHEBI|109121|-7996325
CHEBI|109141|-7996889
CHEBI|109163|-7997278
CHEBI|109177|-7998382
CHEBI|109179|-7997962
CHEBI|109181|-7997134
CHEBI|109183|-7997961
CHEBI|109193|-7997960
CHEBI|109195|-7996324
CHEBI|109224|-7997959
CHEBI|109236|-7998867
CHEBI|109246|-7999257
CHEBI|109260|-7997133
CHEBI|109276|-7997132
CHEBI|109278|-7996323
CHEBI|109284|-7996322
CHEBI|109295|-7999256
CHEBI|109305|-7997958
CHEBI|109310|-7999255
CHEBI|109314|-7996321
CHEBI|109340|-7999254
CHEBI|109342|-7998866
CHEBI|109384|-7998865
CHEBI|109391|-7999253
CHEBI|109406|-7997957
CHEBI|109415|-7999252
CHEBI|109446|-7996320
CHEBI|109453|-7997131
CHEBI|109458|-7996319
CHEBI|109461|-7999251
CHEBI|109464|-7996318
CHEBI|109472|-7997130
CHEBI|109473|-7997277
CHEBI|109477|-7996317
CHEBI|109495|-7996888
CHEBI|109510|-7996316
CHEBI|109530|-7998864
CHEBI|109561|-7996315
CHEBI|109603|-7997129
CHEBI|109613|-7999250
CHEBI|109628|-7996314
CHEBI|109645|-7997583
CHEBI|109651|-7996313
CHEBI|109658|-7998381
CHEBI|109666|-7997956
CHEBI|109685|-7996887
CHEBI|109688|-7997128
CHEBI|109697|-7996312
CHEBI|109701|-7999249
CHEBI|109719|-7996311
CHEBI|109745|-7997955
CHEBI|109752|-7997954
CHEBI|109765|-7997953
CHEBI|109771|-7999248
CHEBI|109774|-7997582
CHEBI|109780|-7997952
CHEBI|109814|-7997951
CHEBI|109838|-7998380
CHEBI|109840|-7996310
CHEBI|109841|-7997950
CHEBI|109845|-7996886
CHEBI|110110|-7996885
CHEBI|110159|-7998379
CHEBI|11041|-7998863
CHEBI|110552|-7993968
CHEBI|111168|-7998274
CHEBI|111196|-7999182
CHEBI|111216|-7999181
CHEBI|111232|-7997877
CHEBI|111241|-7996219
CHEBI|111273|-7996218
CHEBI|111282|-7998273
CHEBI|111294|-7999180
CHEBI|111297|-7996217
CHEBI|111316|-7997876
CHEBI|111318|-7997113
CHEBI|111339|-7996839
CHEBI|111350|-7999179
CHEBI|111359|-7996216
CHEBI|111363|-7996215
CHEBI|111367|-7999178
CHEBI|111368|-7997875
CHEBI|111373|-7999177
CHEBI|111380|-7997874
CHEBI|111391|-7998782
CHEBI|111425|-7997112
CHEBI|111440|-7996214
CHEBI|111449|-7998781
CHEBI|111457|-7996213
CHEBI|111499|-7996212
CHEBI|111549|-7996211
CHEBI|111569|-7997111
CHEBI|111574|-7996210
CHEBI|111578|-7997110
CHEBI|111624|-7996209
CHEBI|111633|-7996208
CHEBI|111659|-7996207
CHEBI|111676|-7996206
CHEBI|111683|-7996205
CHEBI|111719|-7996204
CHEBI|111720|-7996203
CHEBI|111725|-7996202
CHEBI|111736|-7996201
CHEBI|111743|-7996200
CHEBI|111765|-7996199
CHEBI|111772|-7996198
CHEBI|112164|-7999176
CHEBI|112173|-7999175
CHEBI|112176|-7996197
CHEBI|112181|-7996196
CHEBI|112182|-7996838
CHEBI|112194|-7998780
CHEBI|112209|-7997873
CHEBI|112233|-7999174
CHEBI|112242|-7997109
CHEBI|112258|-7999173
CHEBI|112261|-7999172
CHEBI|112262|-7999171
CHEBI|112279|-7999170
CHEBI|112280|-7997872
CHEBI|112282|-7998779
CHEBI|112313|-7999169
CHEBI|112317|-7996837
CHEBI|112326|-7997108
CHEBI|112337|-7999168
CHEBI|112344|-7999167
CHEBI|112366|-7997871
CHEBI|112372|-7998272
CHEBI|112375|-7999166
CHEBI|112384|-7999165
CHEBI|112391|-7997870
CHEBI|112398|-7999164
CHEBI|112408|-7997869
CHEBI|112418|-7999163
CHEBI|112439|-7996195
CHEBI|112662|-7998778
CHEBI|112667|-7999162
CHEBI|112672|-7999161
CHEBI|112682|-7996836
CHEBI|112683|-7997868
CHEBI|112691|-7996194
CHEBI|112695|-7997867
CHEBI|112697|-7997866
CHEBI|112730|-7997473
CHEBI|112733|-7998271
CHEBI|112742|-7999160
CHEBI|112751|-7998777
CHEBI|112783|-7998776
CHEBI|112804|-7996193
CHEBI|112812|-7999159
CHEBI|112821|-7996192
CHEBI|112836|-7996191
CHEBI|112862|-7999158
CHEBI|112870|-7999157
CHEBI|112881|-7996190
CHEBI|112887|-7999156
CHEBI|112923|-7997865
CHEBI|112948|-7996835
CHEBI|112952|-7997107
CHEBI|112966|-7996834
CHEBI|112977|-7998775
CHEBI|112996|-7997864
CHEBI|112999|-7996833
CHEBI|113002|-7997863
CHEBI|113047|-7996189
CHEBI|113054|-7999155
CHEBI|113065|-7996188
CHEBI|113075|-7996187
CHEBI|113082|-7999154
CHEBI|113093|-7999153
CHEBI|113123|-7996186
CHEBI|113163|-7996185
CHEBI|113175|-7997472
CHEBI|113187|-7997106
CHEBI|113197|-7996184
CHEBI|113241|-7999152
CHEBI|113263|-7998774
CHEBI|113454|-7998773
CHEBI|113536|-7998270
CHEBI|113579|-7996183
CHEBI|113581|-7996182
CHEBI|113584|-7997105
CHEBI|113605|-7996181
CHEBI|113700|-7996180
CHEBI|113740|-7996179
CHEBI|113834|-7996178
CHEBI|113848|-7996177
CHEBI|113860|-7996176
CHEBI|113878|-7996175
CHEBI|113882|-7996174
CHEBI|113898|-7996447
CHEBI|113900|-7996446
CHEBI|113919|-7996445
CHEBI|113923|-7996444
CHEBI|113941|-7996443
CHEBI|113949|-7996442
CHEBI|113955|-7996441
CHEBI|113961|-7996440
CHEBI|113974|-7996439
CHEBI|113986|-7996438
CHEBI|113996|-7996437
CHEBI|114008|-7996436
CHEBI|114033|-7996435
CHEBI|114041|-7996434
CHEBI|114042|-7996433
CHEBI|114053|-7996432
CHEBI|114063|-7996431
CHEBI|114064|-7996430
CHEBI|114069|-7996429
CHEBI|114098|-7996428
CHEBI|114123|-7996427
CHEBI|114155|-7996426
CHEBI|114182|-7998935
CHEBI|114218|-7999338
CHEBI|114253|-7999337
CHEBI|114255|-7999336
CHEBI|114264|-7999335
CHEBI|114268|-7999334
CHEBI|114272|-7997153
CHEBI|114277|-7998041
CHEBI|114281|-7998934
CHEBI|114289|-7997152
CHEBI|114292|-7999333
CHEBI|114305|-7998040
CHEBI|114308|-7999332
CHEBI|114309|-7997151
CHEBI|114318|-7998039
CHEBI|114322|-7996425
CHEBI|114324|-7999331
CHEBI|114366|-7997713
CHEBI|114381|-7999330
CHEBI|114383|-7996424
CHEBI|114401|-7996952
CHEBI|114411|-7998038
CHEBI|114413|-7997712
CHEBI|114421|-7996423
CHEBI|114441|-7998523
CHEBI|114456|-7996422
CHEBI|114459|-7997150
CHEBI|114499|-7998037
CHEBI|114503|-7998522
CHEBI|114511|-7996421
CHEBI|114519|-7998036
CHEBI|114538|-7996951
CHEBI|114574|-7998933
CHEBI|114605|-7998035
CHEBI|114615|-7996420
CHEBI|114625|-7999329
CHEBI|114630|-7999328
CHEBI|114646|-7996419
CHEBI|114651|-7998034
CHEBI|114652|-7997711
CHEBI|114667|-7998033
CHEBI|114673|-7996950
CHEBI|114706|-7999327
CHEBI|114717|-7999326
CHEBI|114723|-7998032
CHEBI|114759|-7998031
CHEBI|114776|-7996949
CHEBI|114796|-7999325
CHEBI|114838|-7997299
CHEBI|114841|-7998030
CHEBI|114864|-7996418
CHEBI|114871|-7998932
CHEBI|114890|-7997149
CHEBI|114895|-7999324
CHEBI|114896|-7996948
CHEBI|114906|-7998931
CHEBI|114922|-7999323
CHEBI|114945|-7999322
CHEBI|114956|-7999321
CHEBI|114959|-7996417
CHEBI|114979|-7997148
CHEBI|114983|-7998521
CHEBI|114985|-7998029
CHEBI|115022|-7998930
CHEBI|115032|-7997710
CHEBI|115037|-7996947
CHEBI|115044|-7996416
CHEBI|115050|-7996415
CHEBI|115052|-7996414
CHEBI|115053|-7998028
CHEBI|115055|-7999320
CHEBI|115084|-7997709
CHEBI|115100|-7996413
CHEBI|115105|-7999319
CHEBI|115107|-7996946
CHEBI|115113|-7997708
CHEBI|115114|-7998027
CHEBI|115450|-7999318
CHEBI|115464|-7996945
CHEBI|115474|-7998929
CHEBI|115498|-7999317
CHEBI|115499|-7999316
CHEBI|115505|-7998928
CHEBI|115519|-7998026
CHEBI|115526|-7999315
CHEBI|115548|-7998025
CHEBI|115606|-7996412
CHEBI|115612|-7998024
CHEBI|115614|-7996411
CHEBI|115633|-7997147
CHEBI|115653|-7998023
CHEBI|115659|-7996410
CHEBI|115660|-7996409
CHEBI|115667|-7997146
CHEBI|115689|-7999314
CHEBI|115691|-7996408
CHEBI|115692|-7996944
CHEBI|115706|-7996943
CHEBI|115716|-7998927
CHEBI|115736|-7998926
CHEBI|116073|-7996407
CHEBI|116074|-7998925
CHEBI|116080|-7996406
CHEBI|116087|-7999313
CHEBI|116102|-7999312
CHEBI|116107|-7999311
CHEBI|116183|-7997145
CHEBI|116184|-7998022
CHEBI|116216|-7998520
CHEBI|116217|-7998021
CHEBI|116218|-7998020
CHEBI|116219|-7997144
CHEBI|116224|-7999310
CHEBI|116227|-7998519
CHEBI|116250|-7996405
CHEBI|116253|-7999309
CHEBI|116255|-7996404
CHEBI|116258|-7999308
CHEBI|116280|-7997707
CHEBI|116281|-7999307
CHEBI|116327|-7996403
CHEBI|116369|-7996402
CHEBI|116375|-7999306
CHEBI|116379|-7998518
CHEBI|116391|-7999305
CHEBI|116462|-7996401
CHEBI|116464|-7996400
CHEBI|116490|-7998019
CHEBI|116527|-7998924
CHEBI|116535|-7998018
CHEBI|116557|-7998517
CHEBI|116566|-7998923
CHEBI|116571|-7996399
CHEBI|116597|-7998017
CHEBI|116606|-7996398
CHEBI|116617|-7998922
CHEBI|116618|-7996397
CHEBI|116623|-7999304
CHEBI|116642|-7998921
CHEBI|116655|-7998016
CHEBI|116679|-7999303
CHEBI|116703|-7998704
CHEBI|116720|-7995958
CHEBI|116741|-7995957
CHEBI|116747|-7999046
CHEBI|116760|-7995956
CHEBI|116830|-7997765
CHEBI|116831|-7997764
CHEBI|116842|-7997763
CHEBI|116860|-7999045
CHEBI|116864|-7997762
CHEBI|116874|-7995955
CHEBI|116882|-7997761
CHEBI|116891|-7996771
CHEBI|116893|-7997084
CHEBI|116895|-7997760
CHEBI|116910|-7997083
CHEBI|116946|-7996770
CHEBI|116958|-7997082
CHEBI|116967|-7997081
CHEBI|117020|-7998703
CHEBI|117035|-7995954
CHEBI|117049|-7999044
CHEBI|117052|-7997354
CHEBI|117060|-7999043
CHEBI|117068|-7995953
CHEBI|117084|-7999042
CHEBI|117098|-7997759
CHEBI|117104|-7995952
CHEBI|117105|-7999041
CHEBI|117157|-7998702
CHEBI|117161|-7999040
CHEBI|117169|-7995951
CHEBI|117189|-7995950
CHEBI|117196|-7997758
CHEBI|117202|-7999039
CHEBI|117224|-7999038
CHEBI|117237|-7996769
CHEBI|117245|-7996768
CHEBI|117249|-7997080
CHEBI|118855|-7995949
CHEBI|118860|-7995948
CHEBI|118986|-7995947
CHEBI|118994|-7995946
CHEBI|119061|-7995945
CHEBI|119083|-7995944
CHEBI|119493|-7995943
CHEBI|119532|-7995942
CHEBI|119571|-7996309
CHEBI|119649|-7996308
CHEBI|119660|-7996307
CHEBI|119671|-7996306
CHEBI|119700|-7996305
CHEBI|119702|-7996304
CHEBI|119721|-7996303
CHEBI|119727|-7996302
CHEBI|119759|-7996301
CHEBI|119770|-7998862
CHEBI|119786|-7997946
CHEBI|119791|-7996300
CHEBI|119794|-7998861
CHEBI|119795|-7999247
CHEBI|119803|-7998860
CHEBI|119805|-7999246
CHEBI|119821|-7996299
CHEBI|119822|-7998376
CHEBI|119837|-7996884
CHEBI|119870|-7997945
CHEBI|119883|-7996298
CHEBI|119892|-7999245
CHEBI|119894|-7998859
CHEBI|119907|-7997127
CHEBI|119918|-7999244
CHEBI|119929|-7996297
CHEBI|119933|-7997126
CHEBI|119945|-7996883
CHEBI|119950|-7997944
CHEBI|119982|-7999243
CHEBI|119989|-7996296
CHEBI|120012|-7997125
CHEBI|120013|-7996295
CHEBI|120027|-7999242
CHEBI|120031|-7999241
CHEBI|120038|-7996294
CHEBI|120053|-7997943
CHEBI|120065|-7999240
CHEBI|120407|-7996882
CHEBI|120423|-7999239
CHEBI|120430|-7996293
CHEBI|120438|-7999238
CHEBI|120451|-7998858
CHEBI|120456|-7998857
CHEBI|120464|-7996292
CHEBI|120468|-7999237
CHEBI|120480|-7999236
CHEBI|120492|-7997942
CHEBI|120498|-7996291
CHEBI|120501|-7999235
CHEBI|120504|-7999234
CHEBI|120553|-7996290
CHEBI|120554|-7996289
CHEBI|120601|-7999233
CHEBI|120607|-7997941
CHEBI|120618|-7997276
CHEBI|120626|-7996881
CHEBI|120634|-7996880
CHEBI|120651|-7996288
CHEBI|120662|-7999232
CHEBI|120666|-7996287
CHEBI|120690|-7996286
CHEBI|120703|-7996285
CHEBI|120711|-7998856
CHEBI|120718|-7998375
CHEBI|120729|-7996284
CHEBI|120762|-7999231
CHEBI|120783|-7997124
CHEBI|120790|-7997940
CHEBI|120795|-7999230
CHEBI|120802|-7996283
CHEBI|120818|-7998855
CHEBI|120827|-7996282
CHEBI|120838|-7999229
CHEBI|120855|-7998854
CHEBI|120858|-7998853
CHEBI|120859|-7997579
CHEBI|120870|-7996879
CHEBI|120887|-7997578
CHEBI|120895|-7999228
CHEBI|120902|-7998852
CHEBI|120914|-7996878
CHEBI|120917|-7998851
CHEBI|120925|-7999227
CHEBI|120929|-7999226
CHEBI|120938|-7996877
CHEBI|120955|-7999225
CHEBI|120974|-7997939
CHEBI|120984|-7997123
CHEBI|121002|-7996281
CHEBI|121012|-7999224
CHEBI|121053|-7996280
CHEBI|121058|-7996279
CHEBI|121064|-7997577
CHEBI|121080|-7999223
CHEBI|121083|-7997938
CHEBI|121088|-7999222
CHEBI|121095|-7996278
CHEBI|121103|-7999221
CHEBI|121115|-7997122
CHEBI|121129|-7998850
CHEBI|121138|-7996277
CHEBI|121159|-7997121
CHEBI|121173|-7998849
CHEBI|121175|-7996276
CHEBI|121176|-7996876
CHEBI|121193|-7997275
CHEBI|121204|-7996875
CHEBI|121227|-7996275
CHEBI|121233|-7999220
CHEBI|121241|-7996274
CHEBI|121253|-7996874
CHEBI|121270|-7999219
CHEBI|121280|-7998848
CHEBI|121282|-7997937
CHEBI|121292|-7998847
CHEBI|121327|-7996873
CHEBI|121331|-7997576
CHEBI|121353|-7996273
CHEBI|121372|-7998846
CHEBI|121380|-7996272
CHEBI|121418|-7997936
CHEBI|121428|-7996872
CHEBI|121434|-7999218
CHEBI|121449|-7998845
CHEBI|121462|-7996871
CHEBI|121494|-7996870
CHEBI|121511|-7999217
CHEBI|121516|-7997120
CHEBI|121576|-7998374
CHEBI|121614|-7999216
CHEBI|121624|-7996271
CHEBI|121678|-7997119
CHEBI|121703|-7999215
CHEBI|121732|-7996270
CHEBI|121734|-7998844
CHEBI|121735|-7999214
CHEBI|121757|-7996269
CHEBI|121768|-7998843
CHEBI|121772|-7996268
CHEBI|121789|-7996267
CHEBI|121809|-7999213
CHEBI|121813|-7997935
CHEBI|121817|-7999212
CHEBI|121820|-7998842
CHEBI|121827|-7996869
CHEBI|121829|-7996266
CHEBI|121845|-7998841
CHEBI|121848|-7998840
CHEBI|121881|-7997575
CHEBI|121884|-7999211
CHEBI|121885|-7999210
CHEBI|121902|-7997934
CHEBI|121911|-7999209
CHEBI|121927|-7999208
CHEBI|121948|-7996868
CHEBI|121951|-7999207
CHEBI|121967|-7999206
CHEBI|121978|-7999205
CHEBI|121999|-7998839
CHEBI|122015|-7996867
CHEBI|122025|-7997933
CHEBI|122032|-7996265
CHEBI|122043|-7996264
CHEBI|122057|-7998838
CHEBI|122061|-7996866
CHEBI|122079|-7997932
CHEBI|122090|-7998837
CHEBI|122107|-7996263
CHEBI|122111|-7997574
CHEBI|122120|-7996262
CHEBI|122122|-7996865
CHEBI|122144|-7996261
CHEBI|122146|-7998373
CHEBI|122152|-7998836
CHEBI|122165|-7997931
CHEBI|122195|-7999204
CHEBI|123150|-7997104
CHEBI|123168|-7996173
CHEBI|123173|-7997859
CHEBI|123188|-7999151
CHEBI|123191|-7999150
CHEBI|123206|-7997858
CHEBI|123241|-7998770
CHEBI|123246|-7997857
CHEBI|123275|-7996172
CHEBI|123278|-7996171
CHEBI|123317|-7999149
CHEBI|123325|-7997470
CHEBI|123333|-7999148
CHEBI|123353|-7997856
CHEBI|123363|-7996170
CHEBI|123364|-7998769
CHEBI|123374|-7998768
CHEBI|123389|-7999147
CHEBI|123392|-7996169
CHEBI|123394|-7996168
CHEBI|123404|-7997243
CHEBI|123420|-7998267
CHEBI|123424|-7996167
CHEBI|123430|-7999146
CHEBI|123432|-7996166
CHEBI|123482|-7996165
CHEBI|123535|-7996164
CHEBI|123543|-7996163
