URI_1,URI_2,relationship_id
CHEBI_22715,CHEBI_104050,44818723
CHEBI_104059,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104059,44818723
CHEBI_104093,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104093,44818723
CHEBI_104119,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104119,44818723
CHEBI_104902,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104902,44818723
CHEBI_104925,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104925,44818723
CHEBI_104931,CHEBI_22715,44818821
CHEBI_22715,CHEBI_104931,44818723
CHEBI_105143,CHEBI_22715,44818821
CHEBI_22715,CHEBI_105143,44818723
CHEBI_105253,CHEBI_22715,44818821
CHEBI_22715,CHEBI_105253,44818723
CHEBI_105278,CHEBI_22715,44818821
CHEBI_22715,CHEBI_105278,44818723
CHEBI_105281,CHEBI_22715,44818821
CHEBI_22715,CHEBI_105281,44818723
CHEBI_105345,CHEBI_22715,44818821
CHEBI_22715,CHEBI_105345,44818723
CHEBI_23809,CHEBI_22715,44818821
CHEBI_22715,CHEBI_23809,44818723
CHEBI_47917,CHEBI_22715,44818821
CHEBI_22715,CHEBI_47917,44818723
CHEBI_114218,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114218,44818723
CHEBI_114253,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114253,44818723
CHEBI_114255,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114255,44818723
CHEBI_114264,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114264,44818723
CHEBI_114268,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114268,44818723
CHEBI_114292,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114292,44818723
CHEBI_114308,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114308,44818723
CHEBI_114324,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114324,44818723
CHEBI_114381,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114381,44818723
CHEBI_114625,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114625,44818723
CHEBI_114630,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114630,44818723
CHEBI_114706,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114706,44818723
CHEBI_114717,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114717,44818723
CHEBI_114796,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114796,44818723
CHEBI_114895,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114895,44818723
CHEBI_114922,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114922,44818723
CHEBI_114945,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114945,44818723
CHEBI_114956,CHEBI_22715,44818821
CHEBI_22715,CHEBI_114956,44818723
CHEBI_115055,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115055,44818723
CHEBI_115105,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115105,44818723
CHEBI_115450,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115450,44818723
CHEBI_115498,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115498,44818723
CHEBI_115499,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115499,44818723
CHEBI_115526,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115526,44818723
CHEBI_115689,CHEBI_22715,44818821
CHEBI_22715,CHEBI_115689,44818723
CHEBI_116087,CHEBI_22715,44818821
CHEBI_22715,CHEBI_116087,44818723
CHEBI_116102,CHEBI_22715,44818821
CHEBI_22715,CHEBI_116102,44818723
CHEBI_116107,CHEBI_22715,44818821
CHEBI_22715,CHEBI_116107,44818723
CHEBI_116224,CHEBI_22715,44818821
CHEBI_22715,CHEBI_116224,44818723
CHEBI_116253,CHEBI_22715,44818821
CHEBI_22715,CHEBI_116253,44818723
CHEBI_116258,CHEBI_22715,44818821
